t_12us,,t_24us,,t_32us,,t_44us,
X,Y,X,Y,X,Y,X,Y
-1.4089769879243565,100.87719298245614,-1.3840282524493057,192.98245614035085,-0.6068580542264757,77.19298245614036,-1.3123718386876289,44.73684210526315
-1.2260195944406478,109.6491228070175,-1.2025518341307824,190.3508771929824,-0.4494190020505813,89.47368421052627,-1.1302118933697884,47.36842105263156
-1.045112781954888,102.63157894736841,-1.0227842333105497,174.5614035087719,-0.26634768740031856,99.12280701754383,-0.9618364092048304,43.859649122807014
-0.8769651401230352,97.36842105263153,-0.8549783549783552,166.66666666666663,-0.08418774208247903,101.75438596491225,-0.7799043062200957,44.73684210526315
-0.6964000911369337,87.71929824561403,-0.6630211893369791,144.73684210526312,0.08498519024834739,104.38596491228068,-0.5971747550694921,51.754385964912274
-0.5156071998177265,79.82456140350877,-0.4988607883344729,108.7719298245614,0.26748689906584655,109.6491228070175,-0.42606516290726804,69.2982456140351
-0.3348143084985198,71.9298245614035,-0.33185235816814806,94.73684210526315,0.44907723855092296,107.89473684210526,-0.24356345408976932,74.56140350877192
-0.1662109820004556,70.1754385964912,-0.15140123034859876,84.21052631578948,0.6166552745500109,98.2456140350877,-0.06106174527227104,79.82456140350877
0.01560719981772607,70.1754385964912,0.03053087263613552,85.08771929824562,0.7960811118705866,79.82456140350877,0.10765550239234489,78.9473684210526
0.18421052631578938,68.42105263157893,0.21223513328776455,84.21052631578948,0.9735702893597633,46.491228070175424,0.28935976304397304,78.07017543859646
0.3659147869674193,67.5438596491228,0.38026885395306387,78.07017543859646,1.140920483025746,35.08771929824559,0.4702665755297337,71.05263157894734
0.5478468899521527,68.42105263157893,0.5632262474367744,86.84210526315786,1.3219412166780593,28.94736842105263,0.637730690362269,60.52631578947367
0.7294372294372291,66.66666666666666,0.7509683299156986,132.45614035087718,1.503759398496241,28.94736842105263,0.8179539758487131,48.245614035087726
0.913192071086808,81.57894736842101,0.9259512417407159,179.82456140350874,,,0.9987468671679203,40.35087719298244
1.0839598997493738,96.49122807017542,1.1064023695602652,169.29824561403507,,,1.1801093643198923,36.84210526315789
1.26680337206653,104.38596491228068,1.2891319207108687,176.31578947368416,,,1.3656869446343132,65.78947368421049
1.449646844383687,112.28070175438594,1.4598997493734336,191.22807017543857,,,,
